Trip Start Timestamp,Trip ID,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Community Area,Dropoff Community Area,Fare,Tip,Additional Charges,Trip Total,Shared Trip Authorized,Trips Pooled,Pickup Centroid Latitude,Pickup Centroid Longitude,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Year,Month,Weekday,Hour of Day
2018-12-21 06:00:00,ff40c77bf0074bcac0665f45f7236185de75dee8,2018-12-21 06:45:00,3097.0,28.1,45.0,76.0,41.49,0.0,8.54,50.03,False,1,41.74636825435177,-87.58873214037736,41.978376663086536,-87.90310793293055,2018,12,Friday,6
2018-12-21 06:15:00,be635605cb2ccd377896b778c784decdb8438e31,2018-12-21 06:15:00,681.0,5.7,7.0,6.0,11.04,0.0,2.5,13.54,False,1,41.922419029872984,-87.65094636056291,41.943633708042086,-87.65706247219238,2018,12,Friday,6
2018-12-21 06:15:00,826fcb59d2cd844518fa5801637cb2d39d8808f2,2018-12-21 06:30:00,883.0,6.7,28.0,16.0,13.77,0.0,2.5,16.27,False,1,41.88011469415593,-87.64148631879543,41.948600586564005,-87.71260948626214,2018,12,Friday,6
2018-12-21 06:15:00,0a16c19be3c0739cf4245408cc6fa12d9e8393b7,2018-12-21 06:30:00,1085.0,7.4,4.0,8.0,12.95,0.0,3.0,15.95,False,1,41.974823746420114,-87.68898984688784,41.89940000192916,-87.63424160056596,2018,12,Friday,6
2018-12-21 06:15:00,d5d43f6f2a3cfa98c3aacfe12804123da27565bc,2018-12-21 06:30:00,752.0,1.8,8.0,28.0,7.91,0.0,2.5,10.41,False,1,41.891820148187755,-87.62675680805975,41.880657012110056,-87.6408490161383,2018,12,Friday,6
2018-12-21 06:15:00,e3f0026b51131e075418831292f23573eb9a3be2,2018-12-21 06:30:00,744.0,7.5,77.0,8.0,16.16,2.0,0.0,18.16,True,1,41.98687783436565,-87.66343946826719,41.899804301307505,-87.6340920240945,2018,12,Friday,6
2018-12-21 06:30:00,6c785f94ec8a6f3f5ad4a833969f1a4f46280a5a,2018-12-21 06:45:00,785.0,4.0,,49.0,8.83,0.0,4.16,12.99,False,1,,,41.71792861947334,-87.62777583388389,2018,12,Friday,6
2018-12-21 06:30:00,dff7b4730811d8956727f30a9e89e6a97274a51a,2018-12-21 06:45:00,1144.0,7.8,44.0,61.0,12.59,0.0,2.92,15.51,False,1,41.73957905859142,-87.61508519717485,41.80891037386226,-87.65889202483787,2018,12,Friday,6
2018-12-21 06:30:00,9c3ba04f5f052908e871232553540ef670f3501a,2018-12-21 06:45:00,394.0,1.5,8.0,8.0,6.1,0.0,2.5,8.6,False,1,41.90779715705237,-87.63131820962411,41.89544608839143,-87.61973453764253,2018,12,Friday,6
2018-12-21 06:30:00,9085ded38c2f71bef9aa3d0ceeb01afffe158123,2018-12-21 07:00:00,1552.0,7.7,22.0,32.0,18.13,0.0,2.5,20.63,False,1,41.92226883615985,-87.69936234439153,41.87794564198827,-87.62615070841088,2018,12,Friday,6
2018-12-21 06:30:00,3ae397279dc3ffb877252c6ee95b748f5d7a8bdd,2018-12-21 07:15:00,2458.0,16.8,,32.0,52.96,0.0,3.3,56.26,False,1,,,41.88016370926378,-87.6311327080009,2018,12,Friday,6
2018-12-21 06:45:00,daaa6fe0b5d1751d59ad343b5dbcd894831558cc,2018-12-21 06:45:00,406.0,1.5,45.0,43.0,5.69,0.0,3.0,8.690000000000001,False,1,41.745293915663645,-87.58741975155307,41.760954910435004,-87.57214008679162,2018,12,Friday,6
2018-12-21 06:45:00,6677ef61db524e96b6ee65a89d5aaa2e80d1e985,2018-12-21 07:00:00,1001.0,3.3,24.0,6.0,15.11,0.0,3.3,18.41,False,1,41.91232832459336,-87.68323481609298,41.93549103718198,-87.66059217860197,2018,12,Friday,6
2018-12-21 06:45:00,3bed785a5faf391833f3a90faad5e484616903f9,2018-12-21 07:15:00,1713.0,7.3,11.0,24.0,15.74,5.0,3.0,23.740000000000002,False,1,41.97896870800845,-87.76966295506227,41.90060973672967,-87.67676590275056,2018,12,Friday,6
2018-12-21 06:45:00,f142271bc605b744931ca85a8c40aec673ecdfac,2018-12-21 07:30:00,2297.0,16.5,,38.0,26.44,0.0,3.0,29.44,False,1,,,41.81318866040466,-87.61887811016865,2018,12,Friday,6
2018-12-21 07:00:00,85e70c40b0cc6c690bc45f2710645eb49d63d115,2018-12-21 07:15:00,1475.0,16.1,,76.0,21.27,0.0,8.75,30.02,True,1,,,41.979118524247156,-87.90352204238906,2018,12,Friday,7
2018-12-21 07:00:00,e67008af53d53390106e4227e659da5709bb6b8b,2018-12-21 07:15:00,1043.0,8.4,,76.0,13.53,0.0,8.0,21.53,False,1,,,41.978762352411735,-87.90370196336475,2018,12,Friday,7
2018-12-21 07:00:00,cbf34a66839da960c2d2721d56c6048e3d89a6e0,2018-12-21 07:15:00,977.0,5.7,7.0,32.0,14.98,5.5,0.0,20.48,True,1,41.93019613765984,-87.67463454748807,41.883333231828274,-87.62357259683289,2018,12,Friday,7
2018-12-21 07:00:00,b74ce52202c215b4a02dd0013b3ed32623fb72a2,2018-12-21 07:30:00,1717.0,10.6,4.0,32.0,16.63,0.0,4.18,20.81,True,1,41.97987259618913,-87.69562349923578,41.881814672323024,-87.63299455353786,2018,12,Friday,7
2018-12-21 07:15:00,ed954a24a3a010a99d3e0fe55e4c472295d6a68a,2018-12-21 07:15:00,291.0,1.1,43.0,42.0,6.21,0.0,4.0,10.21,False,1,41.76112136527025,-87.57285940321634,41.779141818851016,-87.59437121202761,2018,12,Friday,7
2018-12-21 07:15:00,77a8ae0dcbca296bb45673b8c39a9ac605403231,2018-12-21 08:00:00,3508.0,14.9,,8.0,23.62,2.5,0.0,26.12,True,2,,,41.898928569881015,-87.6345092939808,2018,12,Friday,7
2018-12-21 07:15:00,e727575cada07130f06b4f74b5db8e4bf557e7e6,2018-12-21 08:00:00,2485.0,12.7,18.0,32.0,27.93,0.0,2.5,30.43,False,1,41.92693680340568,-87.79785038353721,41.881302342834346,-87.63373977135142,2018,12,Friday,7
2018-12-21 07:15:00,1a7c6f6ca0f26213c42effc433b9b2f0cb36b16b,2018-12-21 08:15:00,3745.0,26.3,25.0,,29.27,0.0,4.0,33.269999999999996,True,2,41.898734298367756,-87.77208007313907,,,2018,12,Friday,7
2018-12-21 07:30:00,bf6035d2a983ec7ecf80883b584982fff6bda44a,2018-12-21 07:30:00,529.0,2.8,69.0,49.0,3.22,0.0,4.82,8.040000000000001,True,2,41.75409941169851,-87.63136243118835,41.725910913594106,-87.61909345850887,2018,12,Friday,7
